,sentiments
17126,positive
14807,positive
9658,positive
14425,positive
9880,neutral
2721,neutral
7117,positive
13957,positive
10236,neutral
2733,positive
11735,neutral
11319,neutral
6516,neutral
11328,neutral
15201,neutral
5680,neutral
11395,neutral
6910,negative
13214,positive
9159,neutral
8251,negative
8808,negative
3023,positive
9101,positive
16124,positive
15818,positive
11474,neutral
12826,neutral
1626,positive
13742,positive
14237,neutral
7183,positive
2078,positive
3228,positive
14502,positive
15500,positive
13082,positive
3725,negative
14205,neutral
15846,neutral
7520,neutral
11507,neutral
7827,positive
12537,positive
7823,positive
2513,neutral
9641,negative
5782,positive
10068,positive
2095,positive
13463,neutral
9691,positive
13627,positive
12167,positive
3803,neutral
11825,positive
6673,positive
16891,positive
73,neutral
2870,neutral
8618,positive
11147,positive
12451,positive
5828,neutral
7865,neutral
7302,positive
12099,positive
11793,positive
5249,neutral
11244,neutral
1283,positive
8959,neutral
9790,positive
2212,positive
9677,neutral
9806,neutral
14671,positive
14718,positive
12744,positive
13157,positive
14178,positive
8446,positive
2336,positive
15266,positive
9225,neutral
2809,positive
12502,positive
15291,positive
4145,positive
14959,neutral
868,neutral
588,positive
12462,positive
4709,neutral
17337,positive
2652,neutral
10656,positive
10472,neutral
16373,neutral
2355,positive
13847,positive
10943,neutral
3273,positive
4715,neutral
163,neutral
9346,positive
3351,neutral
16339,neutral
14821,positive
5939,positive
14721,positive
7649,negative
3541,neutral
3487,neutral
3312,neutral
4086,positive
7961,negative
13133,neutral
11925,positive
2861,positive
853,neutral
13812,positive
9220,positive
9590,positive
2876,positive
11760,positive
12,negative
2150,positive
11604,positive
8444,negative
14793,positive
6087,positive
7215,positive
14234,positive
10078,neutral
4175,neutral
7129,positive
11284,neutral
15772,neutral
4398,negative
12043,positive
15632,positive
8521,neutral
1080,positive
10397,neutral
15496,positive
289,negative
5648,positive
16288,positive
16313,positive
12945,neutral
5114,negative
8321,positive
8840,positive
5441,neutral
1929,positive
5082,neutral
8682,positive
12116,neutral
1001,neutral
7325,neutral
7101,positive
13680,positive
8080,positive
1029,neutral
7052,positive
5874,negative
9994,neutral
12683,positive
12573,neutral
6682,neutral
1615,positive
2179,neutral
14402,neutral
17098,positive
17162,positive
6496,positive
9581,negative
13464,positive
4954,positive
11379,positive
3276,positive
628,negative
13052,neutral
5714,positive
15272,positive
10270,negative
7581,positive
13378,positive
7450,neutral
16223,negative
3806,positive
6023,neutral
8553,positive
6117,positive
8370,neutral
16235,positive
8475,neutral
17131,positive
5920,negative
10839,positive
11552,positive
12355,positive
745,positive
11601,neutral
5612,neutral
9585,neutral
15167,positive
8026,positive
727,neutral
8764,neutral
5645,negative
16383,positive
4760,negative
10564,neutral
7974,positive
16865,positive
15555,positive
15026,positive
622,neutral
9093,neutral
4925,neutral
11831,positive
6406,positive
14932,positive
8306,negative
12993,positive
4779,positive
13917,positive
14933,neutral
1997,positive
2000,positive
1026,positive
2770,positive
12906,positive
9106,positive
12587,positive
1621,negative
17186,positive
2625,neutral
12540,positive
10752,positive
347,neutral
14643,positive
14030,positive
2837,neutral
10584,positive
5718,neutral
4676,positive
4802,negative
13094,neutral
2855,neutral
15906,neutral
16761,positive
1440,neutral
11304,positive
3328,positive
8940,neutral
14430,positive
17321,positive
13511,positive
6665,positive
1321,negative
1174,negative
1756,neutral
14754,positive
12013,positive
4607,neutral
1595,positive
10021,negative
16566,positive
4832,neutral
8846,positive
91,positive
14972,neutral
13211,neutral
12214,neutral
1193,positive
7491,positive
3285,neutral
9926,neutral
13512,positive
9272,positive
8414,neutral
11624,positive
10317,neutral
5912,positive
3280,neutral
12887,positive
5908,positive
4612,neutral
7826,positive
15329,positive
9624,positive
13586,positive
14257,positive
10767,neutral
6657,positive
12695,positive
9433,positive
13278,positive
15501,neutral
15337,negative
10038,negative
16084,positive
14109,neutral
1884,neutral
15980,positive
1560,positive
6972,positive
4652,neutral
12375,positive
9555,positive
14492,neutral
4178,positive
11905,neutral
2133,neutral
12791,positive
10792,neutral
12916,positive
8766,neutral
9960,neutral
3997,neutral
17317,neutral
6983,neutral
6884,positive
12454,neutral
6120,positive
8362,positive
295,positive
13360,positive
7285,positive
9411,positive
5542,positive
2893,positive
16305,positive
16254,neutral
10834,neutral
11750,positive
2780,neutral
11839,positive
3783,neutral
7471,positive
10254,positive
14817,positive
12220,neutral
9741,positive
9905,neutral
5337,positive
10692,positive
2501,neutral
12197,neutral
4604,positive
1598,neutral
1203,positive
16815,positive
987,neutral
14682,positive
13872,positive
2428,neutral
7856,positive
9961,positive
15155,neutral
12560,neutral
7374,neutral
8132,positive
16469,positive
2094,positive
3910,positive
14555,positive
9676,positive
885,negative
3752,neutral
8378,neutral
1849,positive
8171,positive
1183,neutral
1369,positive
11585,positive
4333,neutral
4608,neutral
979,negative
1222,neutral
10123,positive
1319,neutral
16906,positive
9826,positive
7850,positive
7995,positive
12430,positive
14278,positive
15241,positive
637,neutral
13814,positive
6256,neutral
15687,positive
17274,positive
15456,positive
9154,neutral
2072,positive
3304,neutral
9517,neutral
16117,positive
1424,positive
6609,negative
13125,neutral
10147,neutral
2367,neutral
6864,neutral
11771,positive
10406,neutral
2523,neutral
13972,neutral
14960,positive
6242,neutral
9387,neutral
11272,neutral
15083,positive
7433,neutral
728,positive
4143,neutral
1922,positive
12940,positive
3874,positive
2726,positive
13605,positive
7545,positive
8020,neutral
3458,negative
14660,neutral
8670,positive
3332,positive
15045,neutral
7366,positive
13470,positive
13995,neutral
16602,positive
2266,positive
5118,negative
1458,positive
1679,positive
3236,neutral
9610,positive
15076,neutral
3150,positive
10122,negative
12631,neutral
9304,positive
14220,neutral
11454,negative
2379,neutral
13871,negative
4385,neutral
8166,neutral
4624,neutral
13860,positive
6604,neutral
17055,neutral
16850,positive
4089,positive
10722,neutral
9402,neutral
7546,neutral
5629,neutral
5777,neutral
13653,negative
2090,negative
8901,positive
5021,neutral
995,negative
8785,neutral
9811,neutral
7346,positive
12205,positive
13364,positive
1582,positive
1385,neutral
10448,neutral
6477,negative
16849,negative
2028,positive
13965,neutral
11187,neutral
15185,positive
10077,neutral
4932,positive
5436,positive
15875,positive
10537,neutral
15901,positive
4487,neutral
11547,positive
2988,positive
16577,positive
1306,neutral
7749,positive
8858,positive
8053,positive
9823,negative
4268,positive
16622,positive
3123,positive
1619,negative
2786,positive
17326,positive
12615,positive
3536,positive
2249,neutral
15186,neutral
5132,neutral
3575,neutral
10490,positive
7434,neutral
14535,positive
8290,positive
1831,neutral
15309,positive
14296,positive
11175,neutral
4422,neutral
2444,neutral
15688,positive
15566,neutral
16945,positive
17207,positive
2952,positive
4204,neutral
12002,positive
10273,positive
6905,neutral
9903,positive
1509,neutral
2013,positive
6363,positive
2852,positive
11423,positive
6233,neutral
6760,neutral
6454,neutral
5740,negative
10608,positive
1285,neutral
2796,negative
8191,neutral
2109,neutral
3169,positive
7985,positive
7740,positive
139,negative
9403,positive
10155,positive
3899,positive
12019,neutral
14687,neutral
8410,neutral
10918,neutral
1249,positive
4065,positive
15913,positive
171,neutral
2163,neutral
16822,positive
10381,positive
6201,neutral
9900,neutral
14669,positive
4642,neutral
14044,neutral
7169,positive
449,neutral
8291,negative
11450,positive
6646,negative
11910,positive
2708,neutral
10859,positive
10238,neutral
4533,neutral
5053,positive
10036,neutral
8365,neutral
540,positive
1974,negative
1432,positive
14254,positive
2136,positive
2966,neutral
7441,positive
313,positive
7065,neutral
10350,negative
12298,positive
16331,positive
2289,neutral
9527,negative
8267,positive
4745,positive
13983,positive
9815,positive
3728,positive
16304,positive
14496,positive
15357,positive
14589,positive
8383,neutral
8279,neutral
8811,neutral
1523,neutral
10640,neutral
14095,positive
11844,neutral
4386,neutral
14400,neutral
3146,positive
3227,positive
10823,neutral
12071,positive
5798,positive
14318,positive
16703,positive
15130,neutral
5715,neutral
2536,neutral
11804,negative
12232,positive
16316,positive
9111,positive
112,positive
12129,positive
4903,negative
8039,negative
8113,negative
11998,positive
16446,neutral
6164,positive
10992,positive
2453,neutral
212,neutral
2794,neutral
10022,positive
12470,neutral
479,neutral
2491,positive
9059,neutral
3295,positive
17159,positive
11173,positive
10500,neutral
15778,positive
1954,positive
781,positive
9910,neutral
9205,negative
15348,neutral
2717,positive
1584,positive
7288,neutral
1636,neutral
10941,positive
7412,negative
14874,positive
1492,positive
15742,positive
4858,positive
412,positive
552,neutral
17200,positive
16114,negative
3800,negative
14924,negative
11778,positive
10450,positive
12579,positive
5215,neutral
13821,positive
949,positive
8400,positive
9170,positive
13240,negative
3516,positive
16931,positive
4024,positive
4264,positive
10598,neutral
11670,positive
3504,neutral
12073,neutral
9256,neutral
16335,positive
12588,negative
3305,positive
8332,neutral
6680,neutral
397,neutral
1017,neutral
4879,neutral
7098,neutral
11032,positive
14268,positive
3915,positive
8574,neutral
14940,negative
8497,positive
15193,positive
5281,neutral
6655,positive
14272,positive
1420,positive
8926,neutral
13277,positive
3597,positive
17235,neutral
5632,neutral
16440,negative
9755,neutral
16519,neutral
5882,neutral
16694,positive
13057,neutral
13557,positive
9167,positive
5089,positive
16336,positive
11215,neutral
10556,positive
9730,neutral
7727,neutral
16244,positive
15257,positive
16261,negative
14706,positive
13163,neutral
4576,neutral
7321,positive
4393,positive
9458,positive
17123,negative
12090,positive
591,neutral
7703,negative
11046,positive
14768,neutral
15519,positive
5633,positive
7873,positive
9558,positive
14061,neutral
283,positive
4164,positive
1801,positive
6942,negative
13600,neutral
8907,neutral
1233,neutral
10619,negative
8524,positive
8018,neutral
8533,neutral
12972,positive
5448,positive
6946,negative
10311,positive
15228,negative
15858,positive
7878,neutral
8436,neutral
5948,neutral
6834,positive
8161,neutral
10234,neutral
8744,neutral
8006,neutral
16801,positive
1009,neutral
13500,neutral
5675,positive
2040,neutral
13827,positive
3529,positive
12815,positive
12254,positive
9098,positive
13003,positive
16882,positive
11306,positive
12626,positive
11940,positive
2416,positive
4321,positive
10165,positive
1387,positive
11070,negative
8180,positive
7269,positive
13746,positive
16988,positive
3817,positive
13063,positive
13631,positive
1937,negative
106,negative
2588,negative
3894,neutral
7551,positive
6405,positive
15324,neutral
1416,neutral
1763,neutral
2899,neutral
9869,positive
7927,neutral
9813,neutral
5321,negative
16075,neutral
10916,neutral
11903,positive
6789,neutral
11719,neutral
15667,positive
1391,neutral
9477,neutral
11583,positive
3245,neutral
16732,positive
8033,neutral
16290,positive
14442,neutral
16993,neutral
5495,neutral
4585,positive
9082,negative
6717,negative
15449,positive
847,positive
5233,negative
16496,positive
2922,neutral
16419,positive
1113,neutral
11016,negative
13618,positive
11177,positive
7275,positive
1707,positive
6393,positive
9230,positive
12670,positive
5986,neutral
12431,neutral
1434,neutral
11602,neutral
8478,positive
16668,positive
16411,positive
12296,neutral
10637,neutral
16054,positive
13996,neutral
4410,negative
9371,negative
14448,positive
12281,neutral
8831,positive
13776,neutral
11521,positive
10017,positive
11739,neutral
12919,positive
8232,negative
15775,neutral
13773,positive
1706,neutral
13507,positive
15161,positive
6756,positive
10932,negative
6129,positive
10783,positive
10389,neutral
14601,positive
12888,positive
5169,negative
13817,positive
4933,positive
6424,positive
2380,positive
10742,positive
8271,neutral
10817,neutral
3632,positive
985,positive
17026,neutral
2532,negative
9493,negative
16421,positive
16443,negative
17170,positive
6813,positive
6928,positive
2687,positive
15945,positive
16260,positive
14332,negative
13170,positive
4656,positive
15343,positive
2113,positive
3539,positive
16450,positive
3449,positive
13723,positive
13836,positive
6772,positive
13492,positive
14063,positive
4522,negative
10438,positive
3348,neutral
7216,positive
1486,neutral
14772,positive
17020,positive
2164,positive
472,neutral
14984,neutral
11832,positive
7748,neutral
13115,positive
13725,positive
5960,positive
14028,positive
7329,positive
5865,neutral
4137,neutral
129,positive
4139,neutral
10561,neutral
14642,neutral
10390,positive
2616,neutral
14927,positive
7532,positive
7952,neutral
6566,neutral
7639,neutral
15934,positive
4596,positive
16982,positive
2829,neutral
17172,positive
15020,positive
7428,neutral
2311,neutral
15839,positive
6049,negative
14230,neutral
6399,positive
1953,neutral
16452,positive
16442,neutral
1996,negative
11880,positive
13840,neutral
11982,positive
7244,negative
10724,neutral
7736,neutral
15528,positive
12650,neutral
5619,positive
7779,neutral
1757,positive
3341,positive
13889,positive
6634,neutral
2568,negative
1239,positive
13563,positive
4301,positive
12955,positive
12186,positive
1345,neutral
7536,positive
15929,neutral
6661,negative
108,neutral
14641,positive
757,neutral
4890,neutral
9842,positive
11753,positive
